t,x,y,z,w,w_pred,v,q
15.46,-30.0,26.716836,0.8,1.6,1.6,50.0,0.0
15.47,-30.0,26.786839,0.8,1.6,1.6,50.0,0.0
15.48,-30.0,26.856843,0.8,1.6,1.6,50.0,0.0
15.49,-30.0,26.926846,0.8,1.6,1.6,50.0,0.0
15.5,-30.0,26.99685,0.8,1.6,1.6,50.0,0.0
15.51,-30.0,27.066853,0.8,1.6,1.6,50.0,0.0
15.52,-30.0,27.136857,0.8,1.6,1.6,50.0,0.0
15.53,-30.0,27.20686,0.8,1.6,1.6,50.0,0.0
15.54,-30.0,27.276864,0.8,1.6,1.6,50.0,0.0
15.55,-30.0,27.346867,0.8,1.6,1.6,50.0,0.0
15.56,-30.0,27.416871,0.8,1.6,1.6,50.0,0.0
15.57,-30.0,27.486874,0.8,1.6,1.6,50.0,0.0
15.58,-30.0,27.556878,0.8,1.6,1.6,50.0,0.0
15.59,-30.0,27.626881,0.8,1.6,1.6,50.0,0.0
15.6,-30.0,27.696885,0.8,1.6,1.6,50.0,0.0
15.61,-30.0,27.766888,0.8,1.6,1.6,50.0,0.0
15.62,-30.0,27.836892,0.8,1.6,1.6,50.0,0.0
15.63,-30.0,27.906895,0.8,1.6,1.6,50.0,0.0
15.64,-30.0,27.976899,0.8,1.6,1.6,50.0,0.0
15.65,-30.0,28.046902,0.8,1.6,1.6,50.0,0.0
15.66,-30.0,28.116906,0.8,1.6,1.6,50.0,0.0
15.67,-30.0,28.186909,0.8,1.6,1.6,50.0,0.0
15.68,-30.0,28.256913,0.8,1.6,1.6,50.0,0.0
15.69,-30.0,28.326916,0.8,1.6,1.6,50.0,0.0
15.7,-30.0,28.39692,0.8,1.6,1.6,50.0,0.0
15.71,-30.0,28.466923,0.8,1.6,1.6,50.0,0.0
15.72,-30.0,28.536927,0.8,1.6,1.6,50.0,0.0
15.73,-30.0,28.60693,0.8,1.6,1.6,50.0,0.0
15.74,-30.0,28.676934,0.8,1.6,1.6,50.0,0.0
15.75,-30.0,28.746937,0.8,1.6,1.6,50.0,0.0
15.76,-30.0,28.816941,0.8,1.6,1.6,50.0,0.0
15.77,-30.0,28.886944,0.8,1.6,1.6,50.0,0.0
15.78,-30.0,28.956948,0.8,1.6,1.6,50.0,0.0
15.79,-30.0,29.026951,0.8,1.6,1.6,50.0,0.0
15.8,-30.0,29.096955,0.8,1.6,1.6,50.0,0.0
15.81,-30.0,29.166958,0.8,1.6,1.6,50.0,0.0
15.82,-30.0,29.236962,0.8,1.6,1.6,50.0,0.0
15.83,-30.0,29.306965,0.8,1.6,1.6,50.0,0.0
15.84,-30.0,29.376969,0.8,1.6,1.6,50.0,0.0
15.85,-30.0,29.446972,0.8,1.6,1.6,50.0,0.0
15.86,-30.0,29.516976,0.8,1.6,1.6,50.0,0.0
15.87,-30.0,29.586979,0.8,1.6,1.6,50.0,0.0
15.88,-30.0,29.656983,0.8,1.6,1.6,50.0,0.0
15.89,-30.0,29.726986,0.8,1.6,1.6,50.0,0.0
15.9,-30.0,29.79699,0.8,1.6,1.6,50.0,0.0
15.91,-30.0,29.866993,0.8,1.6,1.6,50.0,0.0
15.92,-30.0,29.936997,0.8,1.6,1.6,50.0,0.0
